acc_id,survival_time,amount_spent
79125,64,0.006791887149878622
96541,64,0.05148053593313796
217,19,0.1181197765196282
85562,64,0.0513164806879718
3990,1,0.0
33115,31,0.10584844418120015
121392,64,0.2459844346021257
28206,44,0.14587792400174082
55659,64,0.2597322641470491
4239,64,0.09196937044014385
75660,64,0.03609215393655306
72162,64,0.04741196585301743
22556,64,0.4571891572290276
10540,64,0.16261155900868815
28423,36,0.19666942790518094
18644,64,0.08842577714455499
100009,29,0.0011155756671298218
101503,64,0.06050357441727622
90950,40,0.01230414338746127
10498,64,0.0030842386091236252
127557,50,0.13780640593956622
23896,22,0.12966926577932517
107857,13,0.0
39157,50,0.0
66165,64,0.4398321122904489
95098,14,1.1249596271533255
75598,4,0.36912430162383814
8888,64,0.026905060207248643
46864,64,0.2544168742036658
42286,23,0.28532488239296855
86628,64,0.5596252523107718
102833,54,0.13245820494714972
55684,39,0.349142372762601
33546,64,0.09505360904926746
68883,64,0.0
29817,64,0.2922152026899469
123214,64,0.04685417801945252
104098,29,0.033598514210027575
33284,7,0.4359275974554945
74939,64,0.06798449359685267
29218,64,0.10424070277857188
82104,64,0.10981858111422099
120884,64,0.07497324704093067
74634,2,0.0
119800,64,0.476646109305733
71777,64,0.22869301176161347
4220,64,0.1763265775045783
65824,64,0.04892127410854601
106986,1,0.0
76492,64,0.07188900843180705
99471,64,0.06158633903537281
68589,9,0.0
83009,64,0.09000070749815003
119398,64,0.332736848245986
101302,64,0.15814925634016885
25990,37,0.052957033139633305
6560,64,0.0
49316,26,0.08885232078198699
38867,64,0.1667129401378419
73189,36,0.014568105770754144
92345,32,0.03077676399316979
40057,36,0.019063219488306662
113343,20,0.052005512717669636
57366,64,0.04892127410854601
96832,55,0.01788202172311038
104283,29,0.033598514210027575
91096,12,0.0
23477,64,0.03609215393655306
91028,64,0.05584440545455755
38885,33,0.0590598882598141
28082,64,0.0
4397,16,0.36850089169220673
114747,64,0.14886372946376475
121314,28,0.16405524516615028
63778,64,0.03146579602286762
17244,64,0.0
75458,9,1.0184221509424276
52321,9,0.32811049033230055
12771,23,0.07490762494286421
30267,64,0.04947906194211092
122031,46,0.04022634611474005
51934,40,0.0243457983826567
94612,64,0.13186760606455158
25141,64,0.0
127109,29,0.010171425200301317
118095,11,0.00597161092404787
45880,55,0.04199814276253447
89906,64,0.049347817745978004
47345,31,0.016766446055980558
45685,64,0.07710596522809063
79291,64,0.0010171425200301318
633,37,0.2717411080932113
72001,64,0.2173731998451491
73808,64,0.03044865350283749
82019,64,0.2877857110704608
42614,20,0.0
58351,11,0.02952994412990705
37658,64,0.15978980879183036
121204,64,0.055647539160358174
105770,47,0.07887776187588505
112803,29,0.0
61936,64,0.1777374526130072
78844,9,0.0
38539,64,0.13140825137808637
102844,4,0.0
103557,64,0.03044865350283749
99077,51,0.08819609980132238
54993,26,0.2208511710426715
25831,25,0.17849210674077148
44687,27,1.0608796483914273
94280,39,0.08819609980132238
13355,64,0.17301266155222209
50299,21,0.06519555442902812
110309,4,0.0
16958,64,0.007677785473775832
129419,25,0.29034497289505273
19058,64,0.13951258048929419
65895,26,0.0
55290,64,0.1090639269864567
51421,64,0.005118523649183889
107691,64,0.21622481312898606
36121,10,0.0
1654,64,0.13206447235875096
3222,24,0.0
94368,64,0.0025592618245919444
21106,5,0.0
65137,9,0.0
108877,64,0.10529065634763525
103416,64,0.023066167470360728
25768,64,0.0823229220243742
16662,10,0.006562209806646011
59776,18,0.13760953964536685
119411,64,0.04048883450700589
18549,64,0.04859316361821371
35610,64,0.10040181004168397
39501,64,0.03054708664993718
128753,64,0.0010171425200301318
26902,64,0.38841719845537737
883,64,0.05351482097319822
49634,64,0.0
51714,64,0.14492640357977715
111950,4,0.0
60401,33,0.09246153617564229
5220,64,0.01843980955667529
109153,64,0.09128033841044601
77420,64,0.09315056820534012
48409,64,0.05417104195386282
20448,1,0.0
2299,64,0.03710929645658319
72024,64,0.03044865350283749
69398,64,0.08238854412244066
99500,64,0.2917230369544484
34406,2,0.9958153381585322
42719,50,0.1100482584574536
52910,64,0.0
98973,64,0.05991297553467808
116417,3,0.03281104903323005
51980,64,0.005118523649183889
122582,64,0.009154282680271185
36779,25,0.039373258839876066
60054,57,0.6013609066810405
129576,21,0.16563017551974532
82028,64,0.5490929055711049
70087,42,0.05860053357334888
113537,53,0.15034022667026012
1678,64,0.0513164806879718
37394,55,0.4456724790183638
68690,64,0.03044865350283749
65823,64,0.03710929645658319
65089,64,0.046132334940721456
117155,8,0.0
19761,1,0.0
129788,64,0.2304648084094079
127690,64,0.12966926577932517
17796,64,0.06929693555818188
21611,17,0.0
4106,23,0.4757602109818358
39743,13,0.0
67025,64,0.0980394145112914
108536,3,2.020734076809539
99789,46,0.0
68887,31,0.016241469271448875
95799,11,0.0
9551,10,0.8727739042839194
100529,24,0.03123611867963501
126348,64,0.007644974424742603
10552,64,0.09341305659760596
44065,64,0.18587459277324825
124827,64,0.0
111275,58,0.04094818919347111
53310,64,0.38871249789667645
33707,64,0.28204377748964554
10701,40,0.04872440781434663
48617,64,0.34677997723220844
72884,39,0.0
13585,27,0.04459021563615964
80376,64,0.0820932446811416
109534,1,0.0
20775,64,0.34927361695873393
66707,11,0.0
49443,64,0.1911899827166315
115210,16,0.0
64691,64,0.14758409855146878
103869,64,0.09420052177440348
60005,64,0.1988021460923409
9364,1,0.0
73370,64,0.085144672241232
101033,64,0.05052901551117428
22957,45,0.13774078384149976
65059,37,0.044327727243893805
95357,64,0.0827494656618062
10103,64,0.18905726452947158
31536,64,0.05230081215896871
92912,59,0.0
80813,15,0.0
115104,15,0.0
70233,29,0.0
98382,64,0.05597564965069047
107340,64,0.06686891792972285
130295,35,0.17895146142723672
116343,64,0.0010171425200301318
61766,10,0.0
7582,64,0.29959768872242365
2897,9,0.0
69794,24,0.0
94774,20,0.0
77308,18,0.003642026442688536
87887,1,3.2811049033230053
67664,43,0.0
76994,16,0.0061684772182472505
86378,55,0.1251085299637062
36432,35,0.13708456286083517
53159,64,0.09590669632413144
129168,30,0.0
28689,64,0.03044865350283749
24990,64,0.005085712600150658
19907,64,0.19824435825877598
37268,2,4.0603673178622195
100307,64,0.007874651767975213
90036,64,0.0
2894,64,0.5360997301539459
89097,8,0.0
59632,64,0.10299388291530914
41253,52,0.011155756671298218
118228,64,0.023066167470360728
67227,64,0.09190374834207739
29757,64,0.15270262220065267
6232,22,0.90965352339727
14137,64,0.21766849928644819
14168,27,0.003642026442688536
104823,64,0.05814117888688366
25722,64,0.026511327618849882
61999,8,0.47986159211098955
90678,17,0.06119260644697405
3446,64,0.03609215393655306
77467,64,0.01693050130114671
16460,44,0.024870775167188382
3711,64,0.22790554658481596
119773,1,0.0
2143,2,2.2151395423314275
8952,64,0.03664994177011797
49160,29,0.0
13683,64,0.0
126048,64,0.0
4844,52,0.1770812316323426
100401,64,0.03589528764235368
29899,15,0.1876792004700759
98365,64,0.1598226198408636
28668,64,0.0
110670,19,0.5180536531856693
114382,5,0.5407260880676313
11635,64,0.03044865350283749
121834,2,0.0
48231,21,0.0
45838,64,0.33217906041242107
107782,22,0.29484008661260525
49725,64,0.0
96405,19,0.16533487607844624
81064,59,0.016503957663714718
66684,64,0.0996799669629529
1673,37,0.21478112697152393
110418,64,0.0010171425200301318
21935,64,0.0
69789,64,0.007677785473775832
89847,64,0.31948118443656104
25802,64,0.07359518298153502
84908,64,0.015224326751418745
110137,64,0.0
57490,64,0.0413747328309031
42166,64,0.08530872748639814
28090,12,0.0
102325,13,0.0
61433,12,0.0
100552,64,0.013550963250724012
65917,64,0.07973084915074903
73547,64,0.0
2147,64,0.0025592618245919444
39958,29,0.1396438246854271
61831,64,0.0
78361,64,0.08648992525159442
66914,64,0.25960101995091617
118159,64,0.0013780640593956622
46692,64,0.03609215393655306
123756,49,0.019883495714137413
41064,64,0.13468935628140938
21640,64,0.19020565124563463
108669,64,0.2205558716013724
43207,25,0.0
64290,64,0.08222448887727452
39008,64,0.10955609272195516
112173,64,0.0
45674,64,0.02562542929495267
78615,20,0.01804607696827653
108821,64,0.26504765409043235
70501,64,0.20605338792868474
96933,39,0.32538717326254246
21639,64,0.0
107231,64,0.0010171425200301318
266,64,0.09226466988144291
86657,4,0.0
65553,18,0.016274280320482108
30475,64,0.0010171425200301318
113253,64,0.3789676163338071
25586,64,0.036715563868184434
130368,64,0.0025592618245919444
108174,21,0.0
18296,64,0.045837035499422384
35440,64,0.25704175812632424
123910,64,0.08560402692769721
9455,37,0.0
15415,4,0.0
67568,64,0.21743882194321557
30212,23,0.08944291966458513
86969,23,0.06421122295803122
81605,39,0.1997864775633378
122637,29,0.0
20374,26,0.03747021799594872
18550,64,0.5223519006090225
61690,12,0.0
75351,64,0.31380487295381226
85681,48,0.10233766193464454
8184,64,0.0
40515,64,0.07165933108857443
43103,29,0.05997859763274454
22468,64,0.3773926859802121
50750,64,0.5381668262430394
37051,4,0.0
83095,46,0.04058726765410558
106248,64,0.03044865350283749
53021,59,0.01761953333084454
29146,64,0.0
5197,64,0.0
12471,64,0.01128700086743114
88095,64,0.03609215393655306
85799,58,0.16270999215578782
95482,64,0.3205639490546576
73723,16,0.3793613489222059
18862,64,0.07749969781648938
91239,11,0.28709667904076297
67181,64,0.015224326751418745
6506,11,0.14912621785603059
50557,12,0.44659118839129425
37878,64,0.08169951209274283
27614,53,0.13744548440020068
108560,64,0.03609215393655306
48544,57,0.04052164555603912
113168,64,0.0
117906,64,0.021720914459998297
87810,64,0.016241469271448875
90656,4,0.24362203907173316
30472,64,0.25376065322300123
73277,64,0.10030337689458428
115890,64,0.12376327695334377
106615,5,0.0
119574,64,0.07382486032476762
60105,24,0.13672364132146964
129226,64,0.2206543047484721
86294,64,0.0410466223405708
64225,64,0.34241610771078884
20449,64,0.3240091092031468
34561,49,0.0
62642,64,0.03609215393655306
47839,23,0.0
47753,64,0.22567439525055633
109705,13,0.07986209334688195
77923,10,0.5249767845316808
120246,64,0.030514275600903952
5884,4,0.0
93061,64,0.0
120155,64,0.09482393170603486
128884,64,0.24211273081620457
18661,64,0.03609215393655306
82672,64,0.0010171425200301318
114392,64,0.34113647679849285
60687,64,0.0
88770,64,0.015224326751418745
46297,64,0.018571053752808212
23185,12,0.7268959802821786
95236,64,0.3030100378218796
117975,64,0.0033467270013894657
110291,64,0.18485745025321812
54113,64,0.0976128708738594
89283,9,0.39494659721299014
61782,54,0.04009510191860713
31403,64,0.04255593059609938
11742,64,0.009580826317703175
37186,29,0.0
92241,64,0.03609215393655306
94100,64,0.2575667349108559
58609,28,0.03596090974042014
19609,64,0.1600522971840962
42508,28,0.16838630363853663
126332,27,0.06798449359685267
114023,64,0.0
93898,35,0.05230081215896871
110264,64,0.37476780205755367
89918,64,0.04842910837304756
60590,64,0.056533437484255385
48606,35,0.11198411035041418
94568,64,0.015749303535950426
49581,64,0.11457618322403935
74447,44,0.1650723876861804
39851,33,0.0
111753,3,0.0
31909,64,0.031268929728668245
105155,64,0.22557596210345662
76258,19,0.0
21769,64,0.0015421193045618126
14671,64,0.03609215393655306
92969,64,0.10430632487663834
51731,64,0.06522836547806135
28478,4,0.0
20439,64,0.015224326751418745
93493,64,0.16353026838161858
32592,45,0.05279297789446716
42035,49,0.12110558198165212
61381,10,0.0
7668,64,0.18377468563512153
62909,64,0.325321551164476
96029,64,0.016241469271448875
62364,64,0.05318671048286592
77292,5,0.0
124754,64,0.0
94449,64,0.0010171425200301318
26141,40,0.0
14573,64,0.056927170072654146
64756,17,0.0
115941,1,0.0
126350,64,0.2306944857526405
129802,64,0.023361466911659797
68773,64,0.1509964476509247
97550,64,0.0
2761,31,0.2116968883624003
63108,64,0.1064390430637983
87055,23,0.0
69079,57,0.0028873723149242447
93446,64,0.3027147383805805
64855,64,0.016405524516615026
125254,62,0.0
16996,64,0.08140421265144376
117034,63,0.0
11115,64,0.10460162431793742
31392,30,0.0
122394,64,0.0
62455,12,0.0027233170697580945
95780,64,0.0
91915,64,0.426018660647459
3959,64,0.06089730700567498
92007,64,0.0
18053,2,0.0
128132,64,0.04823224207884818
22361,9,1.7925660418324576
41390,64,0.1037157259940402
81987,9,0.6562209806646011
59802,64,0.5167084001753068
105250,64,0.0
101449,64,0.16530206502941303
54064,37,0.062439426310236794
129548,37,0.026347272373683735
27716,64,0.113099686017544
523,64,0.03710929645658319
3615,29,0.497612369637967
118676,64,0.0
15762,64,0.31239399784538335
115710,64,0.0634237577812337
8726,36,0.056500626435222155
54330,64,0.09331462345050627
60085,64,0.20647993156611674
13632,1,0.32482938542897755
9547,64,0.0
13517,64,0.06509712128192843
53488,1,0.0
35005,8,0.0
18272,64,0.07900900607201797
63246,16,0.23663328562765515
36163,37,0.27951732671408686
113856,64,0.2710520760635135
117743,64,0.037634273241114874
50457,64,0.06919850241108218
129176,64,0.07966522705268257
67659,64,0.2768596317423952
44178,64,0.0
58319,64,0.06119260644697405
108016,64,0.11624954672473409
106118,64,0.10886706069225732
33844,64,0.013846262692023083
111542,64,0.07307020619700333
54245,64,0.08911480917425282
116249,29,0.0
128275,22,0.0014764972064953525
6553,64,0.2787954836353558
90435,64,0.0
120212,64,0.038126438976613324
45727,1,2.460828677492254
97473,64,0.2843733619710049
29843,58,0.03376256945519372
29161,1,0.0
103153,64,0.476646109305733
17615,64,0.16654888489267575
29361,64,0.03044865350283749
62192,64,0.2201949500620069
117186,64,0.0010171425200301318
42176,54,0.038093627927580094
4693,64,0.04682136697041929
82338,64,0.04206376486060093
64194,64,0.005085712600150658
86431,64,0.17442353666065097
101701,11,0.7518323775474335
49917,64,0.028119069021478156
34200,39,0.0
121023,64,0.4548923837967015
8152,10,0.0
95851,21,0.046722933823319594
96971,1,0.0
87554,15,0.09406927757827056
47997,64,0.08173232314177606
76863,64,0.13071921934838854
26567,64,0.0
41105,10,1.6090538445896019
16401,8,0.0
113968,42,0.02956275517894028
92973,64,0.19102592747146538
84641,64,0.039963857722474204
69736,64,0.027758147482112625
78340,64,0.005085712600150658
29109,64,0.05915832140691379
26126,64,0.2954963075932699
90389,21,0.0463948233329873
87280,29,0.03392662470035988
50662,64,0.03146579602286762
41409,64,0.5510615685130987
106778,15,0.0
33085,4,0.4872440781434663
35154,64,0.09305213505824043
119587,16,0.3247965743799443
70705,8,0.0
11042,41,0.0
95732,59,0.006660642953745701
48486,64,0.05988016448564485
47044,64,0.020047550959303564
113007,64,0.019621007321871574
127159,8,0.2887372314924245
95910,64,0.4171268663594537
26308,64,0.027955013776312005
31855,64,0.0015421193045618126
74945,64,0.03044865350283749
41395,64,0.0030842386091236252
122025,64,0.16490833244101424
128381,64,0.3740459589788226
128575,64,0.11073729048715143
124122,64,0.5116554986241895
21893,64,0.24608286774922541
111618,64,0.0
54194,64,0.03146579602286762
116855,35,0.7622662911400007
25088,64,0.4104006013076415
16266,1,0.0
65913,34,0.0
43332,64,0.0015421193045618126
57258,1,3.672868828779772
14197,64,0.00610285512018079
3231,64,0.02562542929495267
2479,49,0.0
68014,64,0.011549489259696979
55441,64,0.08731020147742517
44887,8,0.0
81182,64,0.047182288509784814
95897,15,0.0
120781,55,0.05351482097319822
23704,64,0.03589528764235368
7792,23,0.007119997640210922
129551,18,0.003642026442688536
49369,27,0.04921657354984508
61959,64,0.1290458558476938
91157,64,0.005085712600150658
82944,64,0.027265981746614175
118023,64,0.3821830991390637
96624,64,0.49078767143905516
60995,64,0.0120088439461622
111586,64,0.03044865350283749
83933,58,0.07471075864866483
26213,28,0.003510782246555616
78701,36,0.0027233170697580945
98804,51,0.0
127562,64,0.457254779327094
119939,12,0.021753725509031527
100791,64,0.06401435666383183
12922,64,0.03609215393655306
71128,56,0.0
63488,16,0.24306425123816824
25440,8,0.058403667279149495
23771,5,0.0
74251,64,0.21251716458823106
19641,64,0.37289757226265957
25502,64,0.06624550799809148
29928,10,0.0656220980664601
38998,33,0.014929027310119674
126648,64,0.0
50965,64,0.08048550327851332
122509,64,0.0
126721,64,0.0010171425200301318
59986,18,0.0
94839,51,0.24821558593638535
105492,26,0.03747021799594872
116841,16,0.02441142048072316
106301,46,0.10519222320053555
55878,8,0.0
43596,64,0.015388381996584896
77411,29,0.0
16289,64,0.529570331396333
9972,5,0.019686629419938033
119645,64,0.038651415761145
86582,37,0.02385363264715825
50195,64,0.49751393649086734
100700,49,0.0
104619,64,0.03077676399316979
4040,64,0.0
100238,64,0.3447785032411814
16518,21,0.23906130325611416
20481,64,0.04915095145177862
38745,29,0.01269787597586003
46537,3,0.0
76758,64,0.14348271742231503
105592,64,0.2922152026899469
72553,1,1.171354450486313
23732,64,0.0
14268,59,0.016503957663714718
96925,64,0.2466078445337571
35637,64,0.26983806724928394
29415,50,0.12441949793400836
109263,64,0.10719369719156259
88614,42,0.02342708900972626
81023,64,0.0010171425200301318
4010,64,0.0
103792,8,0.0
86828,11,0.24339236172850054
98609,64,0.04915095145177862
119774,64,0.03710929645658319
89399,64,0.06257067050636972
111222,64,0.09439738806860287
54583,64,0.12835682381799599
66723,64,0.0
13701,64,0.021688103410965064
98226,64,0.06273472575153587
15362,64,0.04701823326461867
110780,64,0.038126438976613324
45855,54,0.056500626435222155
17557,64,0.03609215393655306
13500,53,0.0753341685802962
52147,64,0.1312441961329202
50368,64,0.03146579602286762
83818,40,0.0
128452,64,0.10932641537872254
124301,64,0.06404716771286506
35371,64,0.2744644251629694
18647,64,0.010237047298367778
59222,64,0.0
66681,64,0.06552366491936042
126528,37,0.026347272373683735
55860,13,0.0
43892,64,0.03077676399316979
71511,64,0.17747496422074135
114675,30,0.09843314709969016
123394,1,0.0
99674,64,0.1512917470922238
90790,64,0.27426755886877
104919,64,0.06427684505609768
73664,22,0.0
93714,64,0.02408330999039086
39002,64,0.06798449359685267
89108,29,0.04055445660507235
14661,64,0.0
118091,64,0.0
84332,30,0.0032811049033230053
60048,2,0.0
49743,19,0.0
14501,64,0.07658098844355894
116292,64,0.11828383176479434
29669,64,0.11519959315567072
44291,3,0.0
54671,64,0.0513164806879718
79539,1,0.0
66886,64,0.6946755301315467
71706,36,0.10420789172953865
78141,64,0.05548348391519202
118344,64,0.03609215393655306
48283,9,0.27853299524308994
57723,64,0.3235169434676483
99188,29,0.13039110885805624
88207,64,0.5590346534281737
101566,64,0.45636888100319684
109000,15,0.25559807196886214
79729,64,0.0
112617,22,0.0
91024,1,2.309897851939396
47688,64,0.10046743213975043
84222,64,0.5038464689542808
75156,56,0.12291018967847979
56023,45,0.021655292361931835
124999,46,0.027101926501448024
18756,64,0.05148053593313796
113333,64,0.0010171425200301318
27513,64,0.0
125840,46,0.008202762258307513
5562,64,0.1715033532966935
54590,64,0.05761620210235197
70615,9,0.0
75140,1,0.0
74951,64,0.2032972598098934
53502,25,0.0
110927,39,0.1649411434900475
88443,64,0.12428825373787544
98310,64,0.03609215393655306
47251,6,0.0
109953,64,0.017291422840512237
4255,64,0.07746688676745615
945,39,0.056074082797790165
53154,64,0.18039514758469885
117876,64,0.13101451878968762
80518,4,0.0
22235,64,0.0
38489,9,0.003642026442688536
4836,64,0.03044865350283749
77787,62,0.0
25545,64,0.025362940902686832
121286,64,0.04632920123492083
40638,29,0.1937820555902567
92916,6,0.0
119098,24,0.08202762258307514
121840,64,0.12691313766053386
19656,64,0.05325233258093238
98945,2,0.0
122427,64,0.10253452822884392
73548,8,0.050168093971808755
13843,22,0.17612971121037893
32207,62,0.0
6300,64,0.20739864093904717
83687,64,0.03609215393655306
34871,64,0.0
64579,64,0.0
124390,13,0.45430178491410333
83843,64,0.06788606044975298
46026,29,0.0
35072,64,0.07198744157890674
98124,64,0.0
19130,28,0.0
108426,3,0.0
99898,33,0.02982524357120612
101505,23,0.0
78825,64,0.0
49604,64,0.3036990698515774
54663,64,0.04957749508921061
111524,11,0.0
25247,43,0.2882122547078928
722,64,0.04176846541930186
93690,64,0.10460162431793742
59602,64,0.09744881562869326
39643,64,0.005118523649183889
74256,1,1.0729213033866227
41662,64,0.5792790706816766
54481,9,0.32811049033230055
17397,64,0.23915973640321386
25971,64,0.0673610836652213
78479,64,0.2675741048659911
4374,64,0.032154828052565455
19983,64,0.0
43226,64,0.03609215393655306
33568,21,0.0
62453,15,0.08750706777162455
76943,21,0.7421203070335973
106790,64,0.026347272373683735
84768,64,0.19053376173596692
125480,64,0.03609215393655306
82629,64,0.05945362084821286
117833,64,0.3792957268241394
47683,64,0.061881638476671885
5271,64,0.02421455418652378
129596,4,0.0
22382,64,0.1315394955742193
108701,29,0.18443090661578612
50886,64,0.18771201151910913
98,64,0.18374187458608832
64779,64,0.29310110101384407
103287,64,0.1384298158711976
72168,1,0.0
93663,64,0.10250171717981069
1522,29,0.14413893840297962
86134,29,0.0
14150,64,0.0880976666542227
61485,29,0.01850543165474175
87259,64,0.11674171246023253
107701,64,0.0
90352,64,0.0
52047,64,0.03609215393655306
124614,64,0.05915832140691379
117830,57,0.0
123365,64,0.2921495805918804
69796,64,0.0873430125264584
49662,64,0.2772205532817607
102127,64,0.18945099711787033
37461,64,0.033992246798426336
90075,64,0.5147397372333131
18883,64,0.2771549311836943
72922,52,0.001246819863262742
6516,64,0.08858983238972115
77717,1,0.0
106289,64,0.03924201464374315
37914,3,0.010926079328065608
89106,64,0.0
95657,3,0.0
65062,31,0.1297020768283584
76318,64,0.04865878571628017
2110,64,0.10981858111422099
60652,34,0.20726739674291425
76490,64,0.0
87829,29,0.0
53784,64,0.2811250681167151
72706,26,0.0
103956,15,0.09515204219636715
95618,64,0.3153141812093408
92402,64,0.1037157259940402
100560,8,0.0
37203,64,0.36643379560311323
11122,31,0.0690016361168828
69498,60,0.016405524516615026
39966,64,0.0
9474,64,0.25631991504759316
95013,64,0.09823628080549078
5435,64,0.13839700482216435
92498,64,0.059223943504980246
100498,64,0.08780236721292363
112972,64,0.07179057528470736
66054,64,0.261143139255478
47013,64,0.0
15826,64,0.0015421193045618126
127299,64,0.1385282490182973
46953,64,0.1376751617434333
63311,64,0.13462373418334292
7284,64,0.0010171425200301318
8322,64,0.02946432203184059
81122,64,0.03012054301250519
42544,64,0.03783113953531425
55609,26,0.05984735343661162
56948,28,0.0
19925,51,0.0
71689,29,0.09347867869567242
79867,64,0.17179865273799255
76561,64,0.01837418745860883
20508,64,0.22728213665318459
75495,8,0.01230414338746127
21746,9,0.0
46828,21,0.0
92153,64,0.03146579602286762
129599,13,0.0
45885,6,0.3191530739462287
80254,3,0.0
35167,64,0.10410945858243896
104554,64,0.12822557962186304
18062,49,0.011155756671298218
9723,64,0.07658098844355894
118862,61,0.010401102543533927
68000,64,0.0010171425200301318
11701,10,0.0649658770857955
75054,9,0.010926079328065608
15110,13,0.11359185175304244
111639,24,0.24244084130653687
43085,29,0.0
38,64,0.5171677548617721
74671,64,0.07284052885377072
80557,6,0.0
82645,64,0.517430243254038
24482,8,0.0
55517,29,0.019063219488306662
104075,26,0.01250100968166065
66502,64,0.16261155900868815
18200,1,0.0
56929,64,0.04376993941032889
5032,64,0.06122541749600728
119015,64,0.5760307768273868
85656,27,0.0
119484,55,0.00590598882598141
115616,20,0.10309231606240883
44035,64,0.44186639733050914
84040,64,0.6856524916474085
4452,64,0.010171425200301317
117433,20,0.0
78836,1,0.0
20072,29,0.0
14003,64,0.03044865350283749
10416,64,0.28476709455940363
87900,64,0.05148053593313796
1340,37,0.01939132997863896
124501,30,0.03248293854289775
119771,2,0.0
18731,64,0.021983402852264137
121938,64,0.03556717715202138
73510,64,0.03881547100631116
112882,59,0.1622506374693226
73336,64,0.0
